ID,product_type,size,text,rating,sentiment
873,Step ladder,7ft,good,5,1
874,Step ladder,7ft,little thin expectedcan use lighter works,3,0
875,Step ladder,7ft,good product worth price recommend,5,1
876,Step ladder,7ft,fast delivery within daysproduct perfect condition,4,1
877,Step ladder,7ft,easy handle worth paying strong easy carry win,5,1
878,Step ladder,7ft,worth price useful one win,5,1
879,Step ladder,7ft,product good delivery worse call several times courier daraz get delivered took week deliver product,3,-1
880,Step ladder,7ft,good quality,5,1
881,Step ladder,7ft,updates govenme impressoon item imported however yesterday got local factory may know,5,0
882,Step ladder,7ft,product good deliver longweeks supposed deliver timedeliver lodge complain times delayregret service customers,5,1
883,Step ladder,7ft,one best products ever ordered via daraz swisstek quality aluminium products anybody doubt price tell cheapest price ft ladder colombo area,5,1
884,Step ladder,7ft,ladder correct material gauge thin shaky purchased company passing similar companies expecting good quality product per brand name came know make poor quality products,2,-1
885,Step ladder,7ft,fast shipping compared users bad jetex experiences different stores im really happy got order seller jetx deliver person nice communicative product also good pictures think posting pictures unnecessary many people already posted xd recommend seller product,5,1
886,Step ladder,7ft,delivered timelooks good nicely packedreally appreciated fast service provided thank,5,1
887,Step ladder,7ft,product described quality material grade excellent well finished highly recommended,5,1
888,Step ladder,7ft,good quality ladder would recommend delivery took days due fuel outage moment overall good,5,1
889,Step ladder,7ft,good packing good finishing took weeks deliver aluminum plate thickness mm step width cm,4,1
890,Step ladder,7ft,according delivery status updated delivery attempt failed wrong contacted seller daraz long delay finally got item days fine looks like quality rejected,5,-1
891,Step ladder,7ft,item best household purpose quality item goodnot good going use commercial purposes better select commercial ladder swisstek overall good experience value money ps approx kg weight dont even think buy product go buy commercial ladder,5,1
892,Step ladder,7ft,good quality swisstek product well care transportation well bubble wrap thanks daraz,5,1
893,Step ladder,7ft,well packed quick delivery worth price paid advertisement states suited domestic use mainly indoors,5,1
894,Step ladder,7ft,worth price use day today activities home may strong enough commercial use satisfied product,5,1
895,Step ladder,7ft,good quality product good service,5,1
896,Step ladder,7ft,looks like good quality thank,5,1
897,Step ladder,7ft,meri beaucoup super,5,1
898,Step ladder,7ft,ladder good quality,5,1
899,Step ladder,7ft,wowreally helpful,5,1
900,Step ladder,7ft,received product seller recommended fast shipping worth money thank,5,1
901,Step ladder,7ft,good product worth price thank daraz took one week delivery,5,1
902,Step ladder,7ft,seems quality ladder poor compared alumex ladder sharp edges could cause serious injury ive seen similar comments customers seems swistek doesnt care customer feedback usual,5,-1
903,Step ladder,7ft,gapped lareder time right thank daraz,5,1
904,Step ladder,7ft,good service,5,1
905,Step ladder,7ft,wow,5,1
906,Step ladder,7ft,win good,5,1
907,Step ladder,7ft,good quality product fast delivery recommend product seller,5,1
908,Step ladder,7ft,simply outstanding dont think twice buy amazing product,5,1
909,Step ladder,7ft,ideal home use good item great price total length feet,5,1
910,Step ladder,7ft,super product well packed good seller recommended fast delivery,5,1
911,Step ladder,7ft,works sturdy gets job done good purchase,5,1
912,Step ladder,7ft,well packed delivery within days original swisstek item,5,1
913,Step ladder,7ft,famous draz superbiolay good,5,1
914,Step ladder,7ft,took days ship item delivered days order,5,0
915,Step ladder,7ft,much better product need enhance areas packaging,5,1
916,Step ladder,7ft,recieved time durable materials proper packaging,5,0
917,Step ladder,7ft,poor qualitynot allstrong enough hold weight,5,-1
918,Step ladder,7ft,good product easy handle light weight thanks daraz,5,1
919,Step ladder,7ft,good product valued money good quality,5,1
920,Step ladder,7ft,received safely really quality product recommended,5,1
921,Step ladder,7ft,thin expected good,4,1
922,Step ladder,7ft,good product worth price delivered time,5,1
923,Step ladder,7ft,well packed quality product recommended,5,1
924,Step ladder,7ft,parts sharp ok,3,1
925,Step ladder,7ft,good working product worth money recomended,5,1
926,Step ladder,7ft,strength ok domestic purpose good product,5,1
927,Step ladder,7ft,average quality ok household use,5,1
928,Step ladder,7ft,low stronggood work,5,-1
929,Step ladder,7ft,quality product delivery bit late thought,5,0
930,Step ladder,7ft,fast delivery genuine product useful,5,1
931,Step ladder,7ft,good product received time nicely packed,5,1
932,Step ladder,7ft,good product took days deliver,5,1
933,Step ladder,7ft,product quite good worth cash,5,1
934,Step ladder,7ft,fast delivery delivered within days,5,0
935,Step ladder,7ft,deleverd one monthvery poor service,1,-1
936,Step ladder,7ft,fast delivery hours thank,5,1
937,Step ladder,7ft,perfect acceptable quality,4,1
938,Step ladder,7ft,edges sharp otherwise issues,5,0
939,Step ladder,7ft,good productfast delivery thank,5,1
940,Step ladder,7ft,worth price good product,5,1
941,Step ladder,7ft,good product see durability thx,5,1
942,Step ladder,7ft,fastest delivery good product,5,1
943,Step ladder,7ft,great good product fast delivery,5,1
944,Step ladder,7ft,fine solid good product,5,1
945,Step ladder,7ft,really good product satisfied,5,1
946,Step ladder,7ft,transporter good try get us near lorry collect good feet ladder carpet road double door bus go,2,1
947,Step ladder,7ft,good product highly recommend,5,1
948,Step ladder,7ft,good item good servicethanks,5,1
949,Step ladder,7ft,good product highly recommended,5,1
950,Step ladder,7ft,good product real time deliverd,5,1
951,Step ladder,7ft,good product price,5,1
952,Step ladder,7ft,worst product dont delivered working days deadline,1,-1
953,Step ladder,7ft,fast delivery genuine product,5,0
954,Step ladder,7ft,nice producto worth price,5,1
955,Step ladder,7ft,product good price,5,1
956,Step ladder,7ft,good product good packaging,5,1
957,Step ladder,7ft,thank good guality,5,1
958,Step ladder,7ft,excellent quality worth,5,1
959,Step ladder,7ft,good product worth money,5,1
960,Step ladder,7ft,best product described,5,1
961,Step ladder,7ft,received good condition,5,1
962,Step ladder,7ft,item received thank,5,1
963,Step ladder,7ft,good quality excellent,5,1
964,Step ladder,7ft,good product good service,5,1
965,Step ladder,7ft,goodok price tag,4,0
966,Step ladder,7ft,great heavy stable,5,1
967,Step ladder,7ft,good quality product,5,1
968,Step ladder,7ft,good fast delivery,5,1
969,Step ladder,7ft,totally satisfied,5,1
970,Step ladder,7ft,good product,5,1
971,Step ladder,7ft,good quality thanks,5,1
972,Step ladder,7ft,verry good product,5,1
973,Step ladder,7ft,good fast deliver,5,1
974,Step ladder,7ft,good ladder strong,5,1
975,Step ladder,7ft,worth price,5,1
976,Step ladder,7ft,received time,5,0
977,Step ladder,7ft,supreb product,5,0
978,Step ladder,7ft,recommended,5,1
979,Step ladder,7ft,good product,5,1
980,Step ladder,7ft,quality,5,0
981,Step ladder,7ft,solid product,5,1
982,Step ladder,7ft,good product,5,1
983,Step ladder,7ft,product ok,5,1
984,Step ladder,7ft,good product,5,1
985,Step ladder,7ft,good product,5,1
986,Step ladder,7ft,good quality,5,1
987,Step ladder,7ft,good product,5,1
988,Step ladder,7ft,good product,4,1
989,Step ladder,7ft,good prodect,5,1
990,Step ladder,7ft,good product,5,1
991,Step ladder,7ft,good product,5,1
992,Step ladder,7ft,still used,1,0
993,Step ladder,7ft,good ladder,5,1
994,Step ladder,7ft,good product,5,1
995,Step ladder,7ft,good product,5,1
996,Step ladder,7ft,good product,5,1
997,Step ladder,7ft,good product,5,1
998,Step ladder,7ft,good product,5,1
999,Step ladder,7ft,good product,4,1
1000,Step ladder,7ft,good,5,1
1001,Step ladder,7ft,ladder ok delivery takes weeks,2,1
1002,Step ladder,7ft,good product good,1,1
1003,Step ladder,7ft,service poori want th sepi got th seplm un happy custermerlast time situation,1,1
1004,Step ladder,7ft,meka kawruth ganna epadamege wela thiyena eewa ewanne,1,0
1005,Step ladder,7ft,good,5,1
1006,Step ladder,7ft,bad,5,-1
1007,Step ladder,7ft,good,5,1
1008,Step ladder,7ft,worth,5,1
1009,Step ladder,7ft,supire,5,0
1010,Step ladder,7ft,good,5,1
1011,Step ladder,7ft,good,5,1
1012,Step ladder,7ft,great,5,1
1013,Step ladder,7ft,good,5,1
1014,Step ladder,7ft,good,4,1
1015,Step ladder,7ft,best,5,1
1017,Step ladder,7ft,ok,5,1
1018,Step ladder,8ft,carefully delivered within days total ft wrapped bubble wrapping ensure safety delivery see image good quality product happy purchase thank swissteck aluminum daraz cheers,5,1
1019,Step ladder,8ft,love rigid lightweight second thought swisstek ladders delivery fast aswell within days seller processed handed item daraz within hours placed order made sure second half day making eligible next day delivery overall great experience swisstek wish company best business,5,1
1020,Step ladder,8ft,good productwell packed delivered,5,1
1021,Step ladder,8ft,good quality ladder works,5,1
1022,Step ladder,8ft,get daysbut goods goodheavy ladderstrongdelivery service good tootalking well without upsetthank much,5,1
1023,Step ladder,8ft,good product seller quick rectify delivery mistake however daraz deliver partner horrible didnt deliver product sent mail saying delivered came actual delivery delivery guy rude unhappy daraz delivery partner seller good,5,-1
1024,Step ladder,8ft,ladder sturdy lightweight perfect reaching high places around house exactly needed great value price highly recommend thank delivery team fast secure delivery,5,1
1025,Step ladder,8ft,ladder received described order however appear undergone quality control checks numerous sharp edges present joints ladder seems sufficiently stable strong person average build overall quality concerning,4,1
1026,Step ladder,8ft,qc rejected item,2,-1
1027,Step ladder,8ft,value money safety speed delivery good services,5,1
1028,Step ladder,8ft,good product worth price,5,1
1029,Step ladder,8ft,love product highly recommended,5,1
1030,Step ladder,8ft,received timeperfect condition,5,0
1031,Step ladder,8ft,good product good strengh heavyrecommend,5,1
1032,Step ladder,8ft,great delivery,5,1
1033,Step ladder,8ft,good product,5,1
1034,Step ladder,8ft,good product,5,1
1035,Step ladder,8ft,good service,5,1
1036,Step ladder,8ft,delivery company awful manipulative claimed called days ago could show call records never calls marked daraz system tried many times asked delivery guy didnt reply please refrain using bad delivery partner least orders,4,-1
1037,Step ladder,8ft,ok,5,1
1038,Step ladder,8ft,good,5,1
1039,Step ladder,8ft,prefect,5,0
1040,Step ladder,8ft,best product value money,5,1
1041,Step ladder,8ft,excellent,5,1
1042,Step ladder,8ft,highly recommend product vendor delivery service,5,1
1043,Step ladder,8ft,product good expected delivery dates given th th october delivered th september however professionalism courier company improve first contact customer check customer available given time delivering product previous deliveries couriers suddenly showed without notice cod order didnt cash hand product delivery date given days day arrived borrow third party think definitely addressed,5,1
1044,Step ladder,8ft,good fast delivery,5,1
1045,Step ladder,8ft,edges shap,4,0
1046,Step ladder,8ft,amazing lader also good condition packing fast delivary quick service exelent tnx daraz swisteck,5,1
1047,Step ladder,8ft,sharp edges around also quite strong enough steady serves purpose worth price recommend,5,1
1048,Step ladder,8ft,superb item highly recommended worth money well packed delivered door step,5,1
1049,Step ladder,8ft,yet opened,5,0
1050,Step ladder,8ft,good properly packed small delay delivery,4,1
1051,Step ladder,8ft,well packed damage good product heavy duty,5,1
1052,Step ladder,8ft,win item received good condition thank,5,1
1053,Step ladder,8ft,good found shop low price k buy less k hardware,5,1
1054,Step ladder,8ft,super product,5,1
1055,Step ladder,8ft,ladder good even though sharp edges need careful handing,5,1
1056,Step ladder,8ft,comfortable safe,5,1
1057,Step ladder,8ft,quality good,5,1
1058,Step ladder,8ft,though delivered u hav sent msg saying delayed,1,-1
1059,Step ladder,8ft,excellent seller fast shipping thanks,5,1
1060,Step ladder,8ft,really good product fast delivery,5,1
1061,Step ladder,8ft,described value price,5,1
1062,Step ladder,8ft,good quality productwell packed,5,1
1063,Step ladder,8ft,ladder worth full,5,1
1064,Step ladder,8ft,good quality product,5,1
1065,Step ladder,8ft,good recommend,5,1
1066,Step ladder,8ft,recommend buy,5,1
1067,Step ladder,8ft,good product,5,1
1068,Step ladder,8ft,good product,5,1
1069,Step ladder,8ft,product described quality product delayed days provided date delivery ordered sampath credit card months installment plan converted installment plan pay full amount beware go installment plans credit cards,5,1
1070,Step ladder,8ft,good,5,1
1071,Step ladder,8ft,cool,5,1
