ID,product_type,size,text,rating
697,Step ladder,6ft,Excellent service by Daraz and seller Swizztek. Very happy with product. Thank you ,5
698,Step ladder,6ft,delivered quickly.... really good quality and has good strength.. recommended ❤️,5
699,Step ladder,6ft,This is a very good product and highlly recommended. It was packed very well. ,5
700,Step ladder,6ft,very good items ,5
701,Step ladder,6ft,good product ,5
702,Step ladder,6ft,The product was delivered right on time and was very well wrapped. Thank you ,5
703,Step ladder,6ft,Product received as seen in screen. product quality also good. Safely packed.,5
704,Step ladder,6ft,Superb Quality...,5
705,Step ladder,6ft,Good Product... Valuable price...no any damages.Thank you so much Daraz...,5
706,Step ladder,6ft,Recommend the product. Received in good shape too. Overall happy about it.,5
707,Step ladder,6ft,The material is alright. But when climbing the ladders is a bit shaky. ,3
708,Step ladder,6ft,Speedy delivery ,5
709,Step ladder,6ft,Received the Ladder in very good condition and on time. thank you ,5
710,Step ladder,6ft,haven't use it yet looks fine no damages but hope its work fine ,5
711,Step ladder,6ft,Okay to use.. Not the best quality. But worth for price.. ,4
712,Step ladder,6ft,Product is really good.. Really happy with the service...,5
713,Step ladder,6ft,Super fast delivery and product in excellent condition. ,5
714,Step ladder,6ft,No problems or no damages Worth the price Fast delivery,5
715,Step ladder,6ft,බාර දීමට බෙදුම්කරු ලිපිනයට පැමිණීම ප්‍රතික්ෂේප කර ඔහු සිටින තැනට මා ගෙන්වා ගන්නා ලදී. ,1
716,Step ladder,6ft,Really worth the price and really good build quality! ,5
717,Step ladder,6ft,Really worth the price and really good build quality!,5
718,Step ladder,6ft,Highly satisfied with the purchase . Excellent item.,5
719,Step ladder,6ft,worth for price . reasonable and recommend product ,5
720,Step ladder,6ft,good iterm....👍👍👍👍thanks..swisstek..&daraz...,5
721,Step ladder,6ft,Super quick delivery. Very GOOD product. Thanks.,5
722,Step ladder,6ft,not a heavy duty type but it's ok for home u,4
723,Step ladder,6ft,well packed. fast delivery. quality product,5
724,Step ladder,6ft,worth for money. ideal for home essential ,5
725,Step ladder,6ft,good but support side strength not enough ,4
726,Step ladder,6ft,product is good. but delivery is very late,4
727,Step ladder,6ft,Fast delivery. good product.. recommended ,5
728,Step ladder,6ft,Quality product!As the described height!,5
729,Step ladder,6ft,good product. packaging was very good. ,5
730,Step ladder,6ft,Very good product. Recommend buying. ,5
731,Step ladder,6ft,good produt take 3 weeks for diliver,5
732,Step ladder,6ft,It was just as described. thank you,5
733,Step ladder,6ft,super quantity and fast delivery ,5
734,Step ladder,6ft,Good product. Quick delivery #WIN,5
735,Step ladder,6ft,Quality product and fast delivery,5
736,Step ladder,6ft,"Good product , fast delivery 👍🏽",5
737,Step ladder,6ft,Excellent Product.Quick delivery.,5
738,Step ladder,6ft,good product and good condition ,5
739,Step ladder,6ft,product good..Fair for Amount .,5
740,Step ladder,6ft,Good product to best price... ,5
741,Step ladder,6ft,high quality. worth for price,5
742,Step ladder,6ft,Good quality.Value for money.,5
743,Step ladder,6ft,Its good quality and best one,5
744,Step ladder,6ft,Superb and thanks Daraz... ,5
745,Step ladder,6ft,This ladder is Really good ,5
746,Step ladder,6ft,Light weight and durable ,5
747,Step ladder,6ft,lowest price best product,5
748,Step ladder,6ft,This product is very good,5
749,Step ladder,6ft,thank u..but too late...,1
750,Step ladder,6ft,Gd product. Recommended ,5
751,Step ladder,6ft,Good product.Recommended,5
752,Step ladder,6ft,very good product ....👍,5
753,Step ladder,6ft,"Good 
Item, recommended",5
754,Step ladder,6ft,good. quality product.,5
755,Step ladder,6ft,good quality product. ,4
756,Step ladder,6ft,good quality product. ,5
757,Step ladder,6ft,very useful products ,5
758,Step ladder,6ft,Fast delivery.Thanks,5
759,Step ladder,6ft,all excellent...!!!,5
760,Step ladder,6ft,Excellent Product,5
761,Step ladder,6ft,It is really good,5
762,Step ladder,6ft,Good quality item,5
763,Step ladder,6ft,quality product ,5
764,Step ladder,6ft,Good product ,5
765,Step ladder,6ft,Good 👍product,5
766,Step ladder,6ft,A good product,5
767,Step ladder,6ft,Great product ,5
768,Step ladder,6ft,Good product! ,5
769,Step ladder,6ft,Good Quality ,5
770,Step ladder,6ft,Good product.,5
771,Step ladder,6ft,good product ,5
772,Step ladder,6ft,Good quality ,5
773,Step ladder,6ft,Good quality,5
774,Step ladder,6ft,Good product,5
775,Step ladder,6ft,Good product,5
776,Step ladder,6ft,Good product,5
777,Step ladder,6ft,good item ,5
778,Step ladder,6ft,Very good ,5
779,Step ladder,6ft,its good ,4
780,Step ladder,6ft,Its good,5
781,Step ladder,6ft,thanks,5
782,Step ladder,6ft,good ,5
783,Step ladder,6ft,good ,5
784,Step ladder,6ft,Good,5
785,Step ladder,6ft,best,5
786,Step ladder,6ft,good,5
787,Step ladder,6ft,good,5
788,Step ladder,6ft,Good,5
789,Step ladder,7ft,good quality product. 6.75 feet height after standing.,5
790,Step ladder,7ft,#WIN good conditions.excellent paking.recommend to buy others.,4
791,Step ladder,7ft,Good quality product. Good packing. Fast delivery. Thank you.,5
792,Step ladder,7ft,Buy Product Get Linete Lateter Well It's Good,5
793,Step ladder,7ft,good packing & good quality,5
794,Step ladder,7ft,Good product.Thanks dalaz,5
795,Step ladder,7ft,"Got the ladder after a week. it took a long time to deliver. the overall condition of the ladder is very very worst. It's with crow poop and very dusty. It looks like an old used ladder. I thought it will be in good condition because of the brand 'Swisstek'. But after the order I made, I feel like this is not the right place to buy products like this. Because customers won't get a satisfied deal with this store. Please think twice before purchasing from them. I have attached the photos as well ",1
796,Step ladder,7ft,Good quality product safely packed n delivered no issues,5
797,Step ladder,7ft,"Fast delivery, good product.",5
798,Step ladder,7ft,"perfect for domestic use, value for money ",5
799,Step ladder,7ft,Product is ok. Rigidity is bit unsatisfied but ok for indoor use. Corners should be smoothed more coz those can cause injuries (I’ve pointed them). I’m hoping to gum tape them coz the corners are bit sharp.,4
800,Step ladder,7ft,Super ladder and excellent quality. Cheaper than hardware -both price and quality,5
801,Step ladder,7ft,"good product ,",5
802,Step ladder,7ft,"This aluminium ladder is sturdy, well-built, and meets all safety standards. It’s lightweight yet durable, with anti-slip steps and a stable base, making it reliable for both indoor and outdoor tasks. Highly recommended for its quality and performance!",5
803,Step ladder,7ft,"high quality ladder, worth for the price, recommended for house worksfree shipping #WIN",5
804,Step ladder,7ft,I have received the product in perfect condition. No issues and I liked the product.,5
805,Step ladder,7ft,very fast delivery.with in 3 day.product is valive for money goog quality.,4
806,Step ladder,7ft,"Well, nothing is the packets well packed",4
807,Step ladder,7ft,"Overall it's a good product. But not much heavier as expected. Also, there are two sharp parts as in the picture which can harm the skin.",3
808,Step ladder,7ft,I think it's good value for money. and fast delivery. photo is taken from the wideangle lens. So the ladder might look taller.,5
809,Step ladder,7ft,It is really worth for the price. Thanks daraz and I like to be with you in the future also.,5
810,Step ladder,7ft,My item was broken while receiving..don't ever buy this..,1
811,Step ladder,7ft,Good Product. Recommend,5
812,Step ladder,7ft,Well packed and quick delivery. Worth the price paid.,5
813,Step ladder,7ft,"Good product , High quality & fast delivery.. #WIN",5
814,Step ladder,7ft,received after 06 days .had a complete packing ..value for money ...thanks daraz,5
815,Step ladder,7ft,"Hodak hodak,",5
816,Step ladder,7ft,Good. Make sure to sand the edges.,5
817,Step ladder,7ft,Good . but delivery time taken more than 18 days ,5
818,Step ladder,7ft,worth for money. good product. no damages. thank you ,5
819,Step ladder,7ft,Swisstek is a best quality branded product.100% recommended 💯,5
820,Step ladder,7ft,"recommend, satisfied, thanks Daraz, worth every penny.",5
821,Step ladder,7ft,"Good as shown on the images, Reasonable ",5
822,Step ladder,7ft,Good product Safe delivery ✅ No damages ,5
823,Step ladder,7ft,Good product,5
824,Step ladder,7ft,worst delevery i had experience  ,5
825,Step ladder,7ft,Very good. Worth for the money ,5
826,Step ladder,7ft,Very good product for mony.Thanks Daraz,5
827,Step ladder,7ft,Good Condition.. Reccomond the Seller,5
828,Step ladder,7ft,no bad at all. very good. ,5
829,Step ladder,7ft,recommended. really good ,5
830,Step ladder,7ft,Good quality and fast delivery 🚚,5
831,Step ladder,7ft,Highly recommend. Best product,5
832,Step ladder,7ft,good product... Recommended....,5
833,Step ladder,7ft,Superb quality product . Recommend to buy and fast delivery like a rocket 👍👍👍,5
834,Step ladder,7ft,Highly Recommended. ,5
835,Step ladder,7ft,good product... ,5
836,Step ladder,7ft,good product.,5
837,Step ladder,7ft,very good ,5
838,Step ladder,7ft,Good ❤️ ,5
839,Step ladder,7ft,good one ,5
840,Step ladder,7ft,Good ,5
841,Step ladder,7ft,As described,5
842,Step ladder,7ft,Good quality ,5
843,Step ladder,7ft,good product,5
844,Step ladder,7ft,Hi Quality Product. Fast Delivery. Recommended Seller.,5
845,Step ladder,7ft,very good product. Nicely packed and sent.,5
846,Step ladder,7ft,very good product.,5
847,Step ladder,7ft,good ,5
848,Step ladder,7ft,Ladder Best. Seller Best. but Certis Delivery service very weak. ,5
849,Step ladder,7ft,Prone to cuts & bruises with the sharp cut aluminum edges. Expected a better finished product. Overall worth the price. ,3
850,Step ladder,7ft,Order and went like 14k days to Deliver.,4
851,Step ladder,7ft,"Very delayed delivery , delivery company name jetex. Product was delivered after calling many times to the customer care and jetex.",5
852,Step ladder,7ft,"Absolutely worth the price, very good quality and quick delivery ",5
853,Step ladder,7ft,Good ladder ,5
854,Step ladder,7ft,Good product. same as the picture ,5
855,Step ladder,7ft,satisfied. very good packaging & fast delivery. ,5
856,Step ladder,7ft,"Value for money, ",5
857,Step ladder,7ft,almost one month taken for delivery. but product was really good ,3
858,Step ladder,7ft,Good Item,5
859,Step ladder,7ft,"Happy with the purchase. Good product, quick delivery. Thanks Daraz and Alumex.",5
860,Step ladder,7ft,"Quality not checked before shipping, Swisstek company don’t have any quality checkers??? Low price low quality ",2
861,Step ladder,7ft,Ordered a ledder on 16th dec bit still i didnt get the product ,1
862,Step ladder,7ft,"(I would rate it 4.5 if possible, because the diagonal crossbars are SLIGHTLY flimsy. But overall it is quite good, is reasonably steady). 7 steps total including top. All are 2.75"" deep except topmost step is 5"" deep. Bottom step is 19"" wide, and steps get progressively narrower until 6th step is 14"" wide; topmost step 14.5"" wide. Has decent rubber feet. I'm reasonably satisfied with this purchase.",5
863,Step ladder,7ft,not enough the strength of the Aluminium runners. ,3
864,Step ladder,7ft,Not satisfied. ladder is not balanced. very dangerous. Only 3 legs touch the ground. Very dangerous when climb up. Unsatisfied.,2
865,Step ladder,7ft,Whooooo.......It's a great deal. Well received the item with safe packaging. I highly recommend the seller.... thanks seller and daraz also....💐,5
866,Step ladder,7ft,Good finishing good value for the spend ,5
867,Step ladder,7ft,Good,5
868,Step ladder,7ft,Brilliant ladder... Very long.. Recommend to buy... Very happy... ,5
869,Step ladder,7ft,Good Product 👌👌,4
870,Step ladder,7ft,Products is good and worth for value,5
871,Step ladder,7ft,good item,5
872,Step ladder,7ft,Good product,5
873,Step ladder,7ft,Good ,5
874,Step ladder,7ft,little too thin than expected...can use for lighter works,3
875,Step ladder,7ft,Good product worth for price recommend,5
876,Step ladder,7ft,very fast delivery. within 3 days.product in perfect condition.,4
877,Step ladder,7ft,easy to handle. worth for paying. strong and easy to carry. #win,5
878,Step ladder,7ft,worth for the price very useful one #win,5
879,Step ladder,7ft,Product is good but the delivery was worse. I had to call several times to the courier and daraz to get it delivered. Took over a week to deliver the product.,3
880,Step ladder,7ft,good quality ,5
881,Step ladder,7ft,"Through your updates you have govenme the impressoon that the item was being imported. However, yesterday I got it from a local factory! May I know why you did that?",5
882,Step ladder,7ft,product is good but deliver after so long(2weeks) which supposed to deliver on time.deliver after i lodge a complain 2 times about delay.regret about service for customers ,5
883,Step ladder,7ft,"This is one of the best products I have ever ordered via Daraz. Swisstek = Quality Aluminium Products. If anybody has a doubt about the price, I can tell you this is the cheapest price for 7ft ladder in colombo area. ",5
884,Step ladder,7ft,Ladder was correct but the material gauge was very thin. Shaky. Purchased from this company by passing other similar companies expecting a good quality product as per the brand name. But I now came to know that they too make poor quality products,2
885,Step ladder,7ft,"Fast shipping compared to some users with bad Jetex experiences in different stores. What I'm really happy about is that I got the order. Both the seller and Jetx deliver person are very nice and communicative. Product is also good, just as in the pictures, so I think posting pictures are unnecessary as many people have already posted xD I can recommend both the seller and the product.",5
886,Step ladder,7ft,Delivered on time.Looks good and nicely packed.Really appreciated the fast service you provided.. Thank you.,5
887,Step ladder,7ft,The product is as it was described. quality & the material grade was excellent. well finished & highly recommended. ,5
888,Step ladder,7ft,"Good quality ladder , would recommend .. Delivery took 7 days , should be due to the fuel outage at the moment .. overall all good .",5
889,Step ladder,7ft,Good packing. Good finishing. Took 2 weeks to deliver. Aluminum plate thickness 2mm and step width 7cm.,4
890,Step ladder,7ft,"According to the delivery status they updated 2022-02-07 delivery attempt failed it was wrong, I have contacted seller and Daraz for long delay but finally got the item after 15 days. It was fine but looks like quality rejected.",5
891,Step ladder,7ft,"The item is best for household purpose only. The quality of the item is Good(not very Good). if you are going to use it for commercial purposes then better select commercial ladder by Swisstek. Overall a good experience and value for the money. PS If you are approx 120+ kg weight, then Don't Even think to buy this product, go and buy Commercial ladder 😊",5
892,Step ladder,7ft,"good quality swisstek product, well care about the transportation with well bubble wrap, thanks Daraz",5
893,Step ladder,7ft,Well packed and quick delivery. Worth for the price paid. Just as the advertisement states it is only suited for domestic use - mainly indoors.,5
894,Step ladder,7ft,Worth for the price. Can use for day today activities in a home but may not be strong enough for commercial use. Satisfied with the product.,5
895,Step ladder,7ft,Good quality product Good service ,5
896,Step ladder,7ft,looks like good quality thank you,5
897,Step ladder,7ft,Merçi beaucoup! Super,5
898,Step ladder,7ft,Ladder is in good quality. ,5
899,Step ladder,7ft,just wow...really helpful,5
900,Step ladder,7ft,Received the product seller recommended fast shipping and worth the money thank you 🙌,5
901,Step ladder,7ft,"Good Product, worth it with the price. Thank you Daraz It took one week to delivery ",5
902,Step ladder,7ft,"It seems the quality of the above ladder is poor compared to my Alumex ladder. It has very sharp edges that could cause serious injury. I've seen similar comments from other customers, but it seems Swistek doesn't care about customer feedback as usual. ",5
903,Step ladder,7ft,"Gapped my lareder the time it was right, Thank ""S Daraz ...",5
904,Step ladder,7ft,Good service ,5
905,Step ladder,7ft,WoW! 😍,5
906,Step ladder,7ft,#WIN good,5
907,Step ladder,7ft,Good quality product & fast delivery. Can recommend about product & seller.,5
908,Step ladder,7ft,Simply outstanding. Don't think twice to buy this just amazing product😍🔥,5
909,Step ladder,7ft,Ideal for home use! Good item at a great price! Total length is 7 feet.👍,5
910,Step ladder,7ft,super product.. well packed.. good seller... recommended.. fast delivery,5
911,Step ladder,7ft,It works... Not the most sturdy but gets the job done. Good purchase.,5
912,Step ladder,7ft,well packed ..delivery within just 3 days..& original swisstek item.,5
913,Step ladder,7ft,Famous 😙😙😙 Draz is a superbiolay that is not good,5
914,Step ladder,7ft,took 12 days to ship the item. delivered 16 days after the order,5
915,Step ladder,7ft,"Much better product ! But need enhance some areas in ""Packaging""",5
916,Step ladder,7ft,Recieved on time. Durable materials and proper packaging. 5*.,5
917,Step ladder,7ft,Very poor quality.Not at allstrong enough to hold any weight ,5
918,Step ladder,7ft,"good product ,easy to handle ,light weight .thanks daraz .",5
919,Step ladder,7ft,Good product ... valued for money .. very good quality .,5
920,Step ladder,7ft,Received safely. Really a quality product recommended 👍,5
921,Step ladder,7ft,"It’s too thin than expected. Other than that, it’s good.",4
922,Step ladder,7ft,Good product. Worth for the price. Delivered on time.,5
923,Step ladder,7ft,"well packed, quality product, can be recommended 👍",5
924,Step ladder,7ft,some parts are very sharp. other than that it's ok.,3
925,Step ladder,7ft,Good working product. Worth for money. Recomended.,5
926,Step ladder,7ft,"strength is ok for domestic purpose, good product ",5
927,Step ladder,7ft,It's in average quality and OK for household use ,5
928,Step ladder,7ft,Low is strong.Good to work.,5
929,Step ladder,7ft,Quality product. Delivery was bit late thought.,5
930,Step ladder,7ft,Fast delivery and genuine product. Very useful.,5
931,Step ladder,7ft,Good product. Received on time. Nicely packed.,5
932,Step ladder,7ft,Good product but it took 15 days to deliver. ,5
933,Step ladder,7ft,The Product was quite good worth for the cash,5
934,Step ladder,7ft,Fast Delivery 🚚 ( Delivered within 2 Days ),5
935,Step ladder,7ft,Deleverd after one month.very poor service.,1
936,Step ladder,7ft,Fast delivery with in 48 hours thank you,5
937,Step ladder,7ft,Not the perfect but acceptable quality.,4
938,Step ladder,7ft,Edges are sharp ; otherwise no issues ,5
939,Step ladder,7ft,Good product.fast delivery thank you😊,5
940,Step ladder,7ft,Worth it for the price Good product ,5
941,Step ladder,7ft,"Good Product ,Will see durability Thx",5
942,Step ladder,7ft,"fastest delivery, 👍👍 Good product ",5
943,Step ladder,7ft,"great, good product & fast delivery.",5
944,Step ladder,7ft,"it's fine, solid and good product.🥰",5
945,Step ladder,7ft,Really good product. very satisfied,5
946,Step ladder,7ft,Your transporter was not good. He try to get down us to near his lorry to collect the good which is a 7 feet ladder. Ours is a carpet road a double door bus can go. ,2
947,Step ladder,7ft,good product 😊 highly recommend ,5
948,Step ladder,7ft,good item good service...Thanks..,5
949,Step ladder,7ft,Good Product .Highly Recommended ,5
950,Step ladder,7ft,Good product & real time deliverd,5
951,Step ladder,7ft,good product for price🙂🙂🙂🙂🙂,5
952,Step ladder,7ft,Worst Product. Don't by this. Delivered after 12 working days before the deadline.,1
953,Step ladder,7ft,Fast delivery. Genuine product.,5
954,Step ladder,7ft,Nice producto. worth the price,5
955,Step ladder,7ft,product is good for the price ,5
956,Step ladder,7ft,"Good product, good packaging ",5
957,Step ladder,7ft,thank you & very good guality,5
958,Step ladder,7ft,Excellent Quality. Worth it. ,5
959,Step ladder,7ft,good product. Worth for money,5
960,Step ladder,7ft,Best product as described 💯,5
961,Step ladder,7ft,Received in good condition.,5
962,Step ladder,7ft,Item received Thank you ,5
963,Step ladder,7ft,"Good quality, excellent 👍 ",5
964,Step ladder,7ft,Good product. Good service.,5
965,Step ladder,7ft,good.ok for the price tag.,4
966,Step ladder,7ft,great. not heavy. Stable.,5
967,Step ladder,7ft,good quality product ,5
968,Step ladder,7ft,Good. Fast delivery ,5
969,Step ladder,7ft,totally satisfied 🥰,5
970,Step ladder,7ft,very good product 👍,5
971,Step ladder,7ft,Good Quality Thanks.,5
972,Step ladder,7ft,verry good product ,5
973,Step ladder,7ft,good. fast deliver ,5
974,Step ladder,7ft,good ladder strong ,5
975,Step ladder,7ft,worth for price ,5
976,Step ladder,7ft,received on time,5
977,Step ladder,7ft,Supreb product ,5
978,Step ladder,7ft,recommended 👍 ,5
979,Step ladder,7ft,Good product 👌,5
980,Step ladder,7ft,quality 100%,5
981,Step ladder,7ft,Solid product,5
982,Step ladder,7ft,good product ,5
983,Step ladder,7ft,Product is ok,5
984,Step ladder,7ft,good product ,5
985,Step ladder,7ft,good product ,5
986,Step ladder,7ft,Good quality ,5
987,Step ladder,7ft,good product.,5
988,Step ladder,7ft,Good Product!,4
989,Step ladder,7ft,good prodect ,5
990,Step ladder,7ft,good product ,5
991,Step ladder,7ft,Good product.,5
992,Step ladder,7ft,still no used,1
993,Step ladder,7ft,Good ladder.,5
994,Step ladder,7ft,Good product,5
995,Step ladder,7ft,good product,5
996,Step ladder,7ft,good product,5
997,Step ladder,7ft,Good product,5
998,Step ladder,7ft,Good product,5
999,Step ladder,7ft,good product,4
1000,Step ladder,7ft,It's good. ,5
1001,Step ladder,7ft,the ladder is ok. but delivery takes more than 2 weeks.,2
1002,Step ladder,7ft,A very good product is good.,1
1003,Step ladder,7ft,"service very poor...I want it 4th sep,I got it 5th sep...lm a un happy custermer...last time in same situation... 👎😡",1
1004,Step ladder,7ft,meka kawruth ganna epa.damege wela thiyena eewa ewanne,1
1005,Step ladder,7ft,Very good!,5
1006,Step ladder,7ft,not bad 😶,5
1007,Step ladder,7ft,Its good,5
1008,Step ladder,7ft,Worth it,5
1009,Step ladder,7ft,supire,5
1010,Step ladder,7ft,Good 👍,5
1011,Step ladder,7ft,good ,5
1012,Step ladder,7ft,Great,5
1013,Step ladder,7ft,good,5
1014,Step ladder,7ft,good,4
1015,Step ladder,7ft,Best,5
1016,Step ladder,7ft,👍 ,5
1017,Step ladder,7ft,ok,5
1018,Step ladder,8ft,Carefully Delivered within 5 days. Total 8ft is wrapped with bubble wrapping to ensure safety delivery. You can see it in the image. Good quality product. Happy with the purchase. Thank you Swissteck Aluminum & Daraz. Cheers !!!,5
1019,Step ladder,8ft,"Love it. Rigid and lightweight, have no second thought about swisstek ladders. Delivery was fast aswell - which is was within 2 days. Seller processed and handed the item over to daraz within hours after I placed the order and made sure it was before the second half of the day making it eligible for next day delivery. Overall great experience with swisstek, wish the company the best of business.",5
1020,Step ladder,8ft,Good product...well packed & delivered....,5
1021,Step ladder,8ft,Good quality ladder to do the works..,5
1022,Step ladder,8ft,Get 9 days.But the goods are good.Heavy than other ladder.Strong.Delivery Service is good too.Talking well without upset.Thank you very much,5
1023,Step ladder,8ft,"Good product. Seller was quick to rectify a delivery mistake. However, Daraz and the Deliver Partner was horrible. Didn't deliver the product and sent a mail saying it was delivered. When they came with the actual delivery the delivery guy was rude. Unhappy with Daraz and delivery partner, but seller was good.",5
1024,Step ladder,8ft,"The ladder is sturdy, lightweight, and perfect for reaching high places around the house. It’s exactly what I needed and great value for the price. Highly recommend! Thank you to the delivery team for the fast and secure delivery.",5
1025,Step ladder,8ft,"The ladder was received as described in the order. However, it does not appear to have undergone any quality control checks. There are numerous sharp edges present at all the joints. While the ladder seems sufficiently stable and strong for a person of average build, the overall quality is concerning.",4
1026,Step ladder,8ft,QC rejected item ?,2
1027,Step ladder,8ft,Value for money. safety and speed delivery. good services. ,5
1028,Step ladder,8ft,"It’s a good product , worth for the price ",5
1029,Step ladder,8ft,Love this product. Highly recommended. ,5
1030,Step ladder,8ft,received on time..perfect condition ,5
1031,Step ladder,8ft,Good product. Good Strengh and heavy..Recommend,5
1032,Step ladder,8ft,Great delivery ,5
1033,Step ladder,8ft,Good product.. ,5
1034,Step ladder,8ft,Good product ,5
1035,Step ladder,8ft,good service ,5
1036,Step ladder,8ft,"The delivery company is awful and manipulative. They claimed to have called me a few days ago but could not show me call records. I never had any calls from them, but they marked the Daraz system as they tried many times. When I asked the delivery guy he didn't have a reply. Please refrain from using this bad delivery partner, at least for my orders",4
1037,Step ladder,8ft,Its ok. ,5
1038,Step ladder,8ft,Good ,5
1039,Step ladder,8ft,prefect ,5
1040,Step ladder,8ft,Best product. Value for money.,5
1041,Step ladder,8ft,Excellent,5
1042,Step ladder,8ft,"Highly Recommend product, Vendor and Delivery service ",5
1043,Step ladder,8ft,"Product is good and just as expected. Delivery dates were given as between 4th to 8th October, but it was delivered on 30th September. However the professionalism of the courier company should improve. They should first contact the customer and check if the customer is available at a given time before delivering the product. During all my previous deliveries the couriers suddenly showed up without any notice. Once for a COD order I didn’t have cash in hand as the product delivery date given was a few days after the day It arrived. I had to borrow from the a third party. I think this should definitely be addressed",5
1044,Step ladder,8ft,Good and fast delivery ,5
1045,Step ladder,8ft,Edges should be shap,4
1046,Step ladder,8ft,"It is amazing. The lader also good condition. Packing, fast delivary & quick service .. Exelent. Tnx daraz and swisteck",5
1047,Step ladder,8ft,It has sharp edges all around Also it's not quite strong enough to be steady But serves the purpose Worth the price Can Recommend,5
1048,Step ladder,8ft,Superb item. Highly recommended. Worth for Money. Well packed and delivered to the door step.,5
1049,Step ladder,8ft,Not yet opened ,5
1050,Step ladder,8ft,Good. Properly packed. There was a small delay in delivery.,4
1051,Step ladder,8ft,Well packed. No damage good product heavy duty,5
1052,Step ladder,8ft,#WIN Item received in good condition. Thank you!,5
1053,Step ladder,8ft,It's good but I found in shop for low price! 18k here but can buy less than 14k in the hardware ! ,5
1054,Step ladder,8ft,super product,5
1055,Step ladder,8ft,"Ladder is good, even though there are some sharp edges, need to be careful when handing ",5
1056,Step ladder,8ft,very comfortable and safe ,5
1057,Step ladder,8ft,quality is good ,5
1058,Step ladder,8ft,though it was delivered u hav sent msg saying it will be delayed . ,1
1059,Step ladder,8ft,Excellent Seller Fast Shipping Thanks,5
1060,Step ladder,8ft,Really good product and fast delivery,5
1061,Step ladder,8ft,as described.. value for the price,5
1062,Step ladder,8ft,Good quality product.well packed.,5
1063,Step ladder,8ft,The ladder is worth full .,5
1064,Step ladder,8ft,Good quality product ,5
1065,Step ladder,8ft,good & recommend ,5
1066,Step ladder,8ft,Recommend to buy,5
1067,Step ladder,8ft,Good product ,5
1068,Step ladder,8ft,Good product,5
1069,Step ladder,8ft,Product is as described. Quality product. delayed 3days more than provided date of delivery. Ordered with Sampath credit card with a 12 months installment plan but it was not converted to a installment plan. I had to pay the full amount. Beware if you go into installment plans with credit cards.,5
1070,Step ladder,8ft,Good ,5
1071,Step ladder,8ft,cool,5
