Campaign_Type,Target_Audience,Duration,Ad_Type,Conversion_Rate,Ad_Budget,Reach,Clicks,Impressions,Date
General,All Ages,45 days,Google Ads,0.13,2044000,1043880,33872,702473,6/29/2021
General,All Ages,60 days,Facebook,0.09,2541000,975895,37938,871479,10/14/2021
General,Men 18-24,45 days,Google Ads,0.13,819000,831383,40498,924899,12/22/2021
General,Men 18-24,30 days,Daraz,0.06,2048000,885612,34446,944286,9/24/2021
General,Women 25-34,45 days,Daraz,0.11,1754000,1183968,32220,959044,7/31/2021
General,Men 25-34,60 days,Google Ads,0.11,2867000,1092364,40504,801006,6/26/2021
General,Women 35-44,60 days,Facebook,0.03,2660000,1024324,46408,885110,9/3/2021
General,All Ages,45 days,Facebook,0.13,2633000,827027,37643,754509,5/31/2021
General,Men 25-34,30 days,YouTube,0.09,1137000,1147547,31241,739764,7/1/2021
General,All Ages,45 days,YouTube,0.06,1430000,810322,46438,763228,11/14/2021
General,Men 18-24,15 days,Facebook,0.11,3100000,1106008,30968,913687,5/13/2021
General,Men 18-24,15 days,Instagram,0.12,2968000,801932,36446,892445,8/6/2021
General,All Ages,45 days,Instagram,0.08,806000,854315,38695,733759,10/23/2021
General,All Ages,15 days,Instagram,0.04,2768000,811910,38222,729468,9/7/2021
General,Men 18-24,60 days,Daraz,0.07,2897000,822360,41620,982527,6/21/2021
General,Men 18-24,60 days,Instagram,0.06,2724000,840480,42638,934233,10/2/2021
General,Men 18-24,45 days,Daraz,0.06,1629000,1070808,32570,817734,3/20/2021
General,Men 25-34,30 days,YouTube,0.09,1400000,1035707,38300,862797,4/6/2021
General,Men 25-34,60 days,Website,0.13,882000,1123070,47806,831218,9/2/2021
General,All Ages,15 days,Website,0.1,2099000,946597,38954,798716,6/6/2021
General,Men 25-34,60 days,Website,0.11,2121000,827952,38790,931651,6/12/2021
General,Women 25-34,15 days,Facebook,0.04,2316000,856464,39462,711986,10/27/2021
General,Men 25-34,30 days,Facebook,0.12,3134000,1080750,30509,899176,3/14/2021
General,All Ages,45 days,Facebook,0.1,2408000,890017,33824,731529,7/6/2021
General,Men 18-24,60 days,Instagram,0.07,2984000,1155681,36053,839815,4/8/2021
General,Women 35-44,60 days,Google Ads,0.11,1751000,847011,45421,862559,3/6/2021
General,Women 35-44,30 days,Website,0.02,2282000,949993,42936,813300,12/28/2021
General,Men 18-24,30 days,YouTube,0.14,2737000,1111965,46437,920995,8/16/2021
General,Men 25-34,60 days,YouTube,0.01,2649000,1190507,48860,743550,5/2/2021
General,Women 35-44,60 days,Website,0.06,2151000,827657,43262,839611,9/14/2021
General,Women 35-44,15 days,Website,0.12,2952000,1138091,34055,727826,5/8/2021
General,Women 35-44,15 days,Daraz,0.13,2425000,930226,30165,749943,7/6/2021
General,Women 25-34,15 days,Daraz,0.06,1459000,1114438,47678,827523,11/17/2021
General,Women 25-34,15 days,Google Ads,0.07,2845000,1154466,30165,809597,3/23/2021
General,Men 25-34,30 days,Instagram,0.07,2455000,963134,40806,886401,10/18/2021
General,Women 35-44,45 days,YouTube,0.12,2199000,850819,33040,755287,9/13/2021
General,All Ages,45 days,Google Ads,0.06,2293000,1153318,36929,863166,11/24/2021
General,All Ages,45 days,Daraz,0.15,2310000,914286,43629,923278,3/30/2021
General,Women 25-34,30 days,Facebook,0.14,2898000,1159105,38069,800765,8/10/2021
General,All Ages,15 days,Google Ads,0.1,2591000,1183088,35754,921766,5/22/2021
General,Women 35-44,15 days,Google Ads,0.11,945000,1004434,40492,822806,2/3/2021
General,Men 18-24,45 days,Google Ads,0.01,887000,927158,49352,712137,2/21/2021
General,Women 25-34,15 days,YouTube,0.03,1695000,1083086,45707,816441,1/28/2021
General,Men 18-24,30 days,YouTube,0.1,2267000,1094100,47305,994847,3/19/2021
General,All Ages,30 days,YouTube,0.03,1581000,1054592,42866,865707,9/13/2021
General,Women 25-34,60 days,Instagram,0.13,1432000,1041253,33289,899719,4/15/2021
General,Men 18-24,30 days,Daraz,0.05,824000,891471,37349,954986,2/19/2021
General,All Ages,60 days,Facebook,0.02,2499000,1042213,48209,810939,7/17/2021
General,All Ages,45 days,Facebook,0.04,1131000,871956,49742,989550,4/28/2021
General,Women 35-44,45 days,Website,0.15,2982000,914704,37746,902706,1/31/2021
General,Women 25-34,30 days,YouTube,0.15,2078000,1076511,30594,732468,6/4/2021
General,Men 18-24,30 days,YouTube,0.06,1683000,822707,48290,772897,4/19/2021
General,Women 25-34,60 days,Daraz,0.02,2107000,1079712,32301,888846,12/23/2021
General,Men 18-24,45 days,Instagram,0.04,2986000,837556,33916,963603,5/13/2021
General,All Ages,15 days,Daraz,0.15,3070000,959662,39067,762623,10/31/2021
General,Men 18-24,45 days,Google Ads,0.12,2011000,1187303,45023,839292,5/20/2021
General,All Ages,45 days,YouTube,0.07,1636000,1107637,48496,929886,2/8/2021
General,Women 25-34,60 days,Facebook,0.09,890000,1152232,39735,780106,12/30/2021
General,Men 25-34,15 days,Daraz,0.03,2069000,1145308,30239,853127,9/11/2021
General,Men 25-34,45 days,Daraz,0.1,1969000,1053745,45946,836110,10/20/2021
General,All Ages,15 days,Website,0.12,1254000,891806,39436,838475,7/13/2021
General,Women 35-44,45 days,Instagram,0.14,2930000,1151273,30578,967051,7/1/2021
General,Men 18-24,30 days,Daraz,0.11,1101000,968575,31316,957911,6/18/2021
General,Women 25-34,45 days,YouTube,0.08,2747000,885448,30099,980021,4/13/2021
General,Men 18-24,30 days,Website,0.08,1570000,1192231,42921,750157,2/24/2021
General,Women 35-44,60 days,YouTube,0.05,1608000,966518,44761,862667,8/4/2021
General,Women 25-34,15 days,Facebook,0.11,1857000,1146121,40044,877187,11/26/2021
General,Men 25-34,45 days,Daraz,0.14,2415000,1069982,32159,809686,5/27/2021
General,Men 25-34,45 days,YouTube,0.09,2632000,1086418,44280,735041,10/18/2021
General,All Ages,60 days,Instagram,0.08,953000,1174767,33581,937978,8/3/2021
General,Women 35-44,15 days,Instagram,0.05,2972000,1107269,30172,748356,9/10/2021
General,Men 25-34,30 days,YouTube,0.04,949000,929887,34776,968254,12/10/2021
General,Women 35-44,45 days,Facebook,0.06,2501000,1130814,42115,836174,7/14/2021
General,Men 25-34,15 days,Daraz,0.11,2152000,1185692,41121,855078,8/15/2021
General,All Ages,60 days,Website,0.05,2155000,894494,45924,855949,12/23/2021
General,Women 25-34,60 days,Facebook,0.14,1555000,970352,43279,847467,6/17/2021
General,Men 18-24,15 days,YouTube,0.05,2807000,874067,42496,809082,3/6/2021
General,Women 25-34,60 days,Facebook,0.06,2865000,1117544,44400,780166,5/30/2021
General,Men 18-24,60 days,YouTube,0.1,1282000,839728,34320,814770,8/11/2021
General,Women 25-34,15 days,YouTube,0.14,2995000,801083,33919,983659,11/29/2021
General,Women 25-34,15 days,YouTube,0.12,1716000,1165194,44637,886905,9/9/2021
General,All Ages,15 days,Facebook,0.13,2126000,1143982,32556,745401,12/14/2021
General,Women 35-44,60 days,YouTube,0.14,2742000,958657,41759,931065,6/10/2021
General,Women 35-44,45 days,Daraz,0.12,887000,963604,35793,867126,8/25/2021
General,Men 25-34,60 days,Daraz,0.11,1707000,1163533,47725,830778,1/3/2021
General,Men 18-24,60 days,Facebook,0.09,1122000,1141134,49221,862679,4/14/2021
General,All Ages,30 days,Google Ads,0.02,1674000,953082,30048,751064,3/2/2021
General,Women 35-44,60 days,Website,0.12,2440000,1176652,34091,910895,8/15/2021
General,Women 35-44,30 days,Daraz,0.13,870000,1124488,32195,832053,8/5/2021
General,Women 35-44,15 days,Website,0.09,1000000,1006818,42873,740162,6/29/2021
General,Men 18-24,60 days,Google Ads,0.06,2110000,918437,34213,921249,12/23/2021
General,Women 35-44,15 days,Daraz,0.04,2276000,883590,43134,963655,3/8/2021
General,Men 18-24,15 days,YouTube,0.07,2540000,884770,46068,956029,9/30/2021
General,All Ages,60 days,Facebook,0.11,1735000,1025953,44515,968890,11/5/2021
General,Women 25-34,30 days,YouTube,0.13,890000,1185793,37395,747207,5/1/2021
General,All Ages,30 days,Instagram,0.09,2543000,1111399,47952,982339,7/3/2021
General,Men 25-34,45 days,Website,0.03,2815000,1162124,38246,995506,5/12/2021
General,All Ages,30 days,YouTube,0.11,3055000,1035475,32362,922150,12/17/2021
General,Women 25-34,30 days,Website,0.09,1923000,991709,48064,812153,10/11/2021
General,Women 25-34,15 days,Google Ads,0.02,1314000,1145243,31058,987395,8/22/2021
General,Men 25-34,45 days,Google Ads,0.09,999000,1011101,31300,953701,9/28/2021
General,Women 35-44,45 days,Website,0.09,2444000,972824,48758,984937,8/17/2021
General,Women 35-44,15 days,Instagram,0.01,2744000,848984,36405,817566,11/19/2021
General,All Ages,30 days,Google Ads,0.02,1771000,1147311,43634,899944,12/15/2021
General,All Ages,30 days,Instagram,0.14,949000,807935,46786,751187,4/27/2021
General,Women 25-34,15 days,YouTube,0.06,2569000,1177844,45985,705349,10/19/2021
General,Men 25-34,60 days,Instagram,0.13,1608000,1042242,39402,946972,12/12/2021
General,Men 25-34,15 days,Instagram,0.11,2444000,1042777,45769,831742,12/13/2021
General,Women 35-44,60 days,Website,0.12,1777000,1153320,32073,979411,5/16/2021
General,Men 18-24,45 days,Website,0.13,1403000,1100932,34414,847869,5/2/2021
General,Men 25-34,60 days,Website,0.03,1216000,1049167,33818,888015,4/13/2021
General,All Ages,30 days,Daraz,0.06,2916000,1089348,44466,700482,9/6/2021
General,Women 35-44,45 days,Google Ads,0.11,2352000,1145128,44328,866627,4/22/2021
General,All Ages,15 days,Google Ads,0.15,875000,1134472,37656,850956,2/2/2021
General,Women 25-34,45 days,YouTube,0.13,873000,1035568,33218,877958,7/9/2021
General,Women 35-44,15 days,Google Ads,0.15,2622000,907477,37943,782236,4/17/2021
General,Men 18-24,15 days,Website,0.06,1314000,854108,40524,791146,1/12/2021
General,Men 18-24,45 days,Website,0.06,2021000,1005042,49136,878775,12/16/2021
General,Women 25-34,60 days,Daraz,0.12,1851000,1086734,32157,823084,3/23/2021
General,Men 25-34,30 days,Facebook,0.12,813000,1034105,40685,789987,6/23/2021
General,Women 35-44,30 days,Instagram,0.11,2215000,1106231,38959,902909,12/8/2021
General,Women 25-34,30 days,Google Ads,0.09,2363000,1085720,35359,777446,7/5/2021
General,All Ages,30 days,Website,0.05,2530000,1052440,47687,847820,2/8/2021
General,Women 35-44,15 days,Website,0.13,2425000,1186845,41840,793690,4/28/2021
General,Women 25-34,30 days,Daraz,0.13,2339000,1129964,36357,783924,11/21/2021
General,Men 25-34,15 days,Instagram,0.06,2234000,1121146,39204,758984,1/6/2021
General,Men 25-34,60 days,Facebook,0.1,1702000,805891,30710,859583,4/22/2021
General,Men 25-34,15 days,Daraz,0.15,1484000,893222,47037,896875,3/17/2021
General,Women 35-44,15 days,Daraz,0.11,3128000,1094059,42735,950371,12/22/2021
General,Men 18-24,45 days,YouTube,0.1,1294000,990961,41404,929286,6/7/2021
General,Women 25-34,60 days,Google Ads,0.1,2697000,1171115,40732,951234,11/18/2021
General,Men 18-24,30 days,Instagram,0.01,2219000,979966,37440,765379,7/18/2021
General,Women 35-44,30 days,Facebook,0.03,2987000,1049488,39656,893464,10/25/2021
General,Women 25-34,45 days,Instagram,0.04,901000,982448,45615,909624,10/13/2021
Social Media,Men 25-34,45 days,Website,0.1,3177000,1022187,40006,901210,8/30/2021
Social Media,Women 25-34,60 days,Instagram,0.05,2418000,1083040,42245,751900,5/2/2021
Social Media,Women 35-44,30 days,Daraz,0.1,1750000,1046561,31514,877676,12/14/2021
Social Media,All Ages,45 days,Daraz,0.13,1636000,947359,44657,725224,12/22/2021
Social Media,Men 25-34,45 days,Instagram,0.07,1121000,980541,49728,778846,6/24/2021
Social Media,Women 25-34,15 days,Facebook,0.08,1489000,834106,40598,917506,7/21/2021
Social Media,Women 25-34,15 days,Facebook,0.13,1509000,929932,49763,759899,9/18/2021
Social Media,Men 25-34,30 days,Website,0.06,2661000,1184814,49206,813026,6/22/2021
Social Media,Men 18-24,60 days,Google Ads,0.03,2144000,1096678,32909,824563,10/17/2021
Social Media,Women 25-34,45 days,Facebook,0.05,2309000,873662,40571,750157,2/11/2021
Social Media,Women 25-34,45 days,Instagram,0.1,2288000,896339,34156,916701,2/16/2021
Social Media,Women 35-44,15 days,Google Ads,0.08,2197000,985325,45555,963992,11/14/2021
Social Media,Men 25-34,15 days,Facebook,0.03,2289000,1081353,37012,863946,12/25/2021
Social Media,Men 18-24,15 days,Daraz,0.01,1340000,1079917,35371,842265,10/1/2021
Social Media,Women 35-44,60 days,Google Ads,0.15,2041000,857930,44563,834469,2/25/2021
Social Media,Women 25-34,30 days,Website,0.03,2574000,880582,31008,709799,6/19/2021
Social Media,Women 35-44,30 days,Google Ads,0.04,2753000,1059378,43556,914956,1/24/2021
Social Media,All Ages,60 days,Facebook,0.06,2301000,1160887,41735,929474,1/4/2021
Social Media,All Ages,15 days,Instagram,0.09,2079000,929650,34586,781647,3/3/2021
Social Media,Men 25-34,30 days,Daraz,0.01,881000,937302,44837,731451,2/24/2021
Social Media,Women 25-34,60 days,Google Ads,0.06,2606000,924085,35993,876718,3/9/2021
Social Media,Women 35-44,15 days,Website,0.06,1273000,840543,37961,733461,6/29/2021
Social Media,Women 35-44,15 days,Instagram,0.13,2180000,1063189,46255,983167,11/7/2021
Social Media,Women 35-44,30 days,YouTube,0.08,1004000,871119,38155,805752,3/3/2021
Social Media,Men 25-34,45 days,YouTube,0.06,1389000,1096303,40119,849588,7/27/2021
Social Media,Men 25-34,30 days,Facebook,0.13,3130000,918851,44757,906638,12/30/2021
Social Media,Women 25-34,45 days,Daraz,0.09,2959000,1049988,33276,774638,9/4/2021
Social Media,Men 18-24,30 days,Website,0.05,1486000,1003109,40618,868087,11/11/2021
Social Media,Men 25-34,15 days,Instagram,0.11,2908000,1068663,30110,910623,1/2/2021
Social Media,Men 18-24,45 days,Daraz,0.03,2422000,808797,34127,892485,6/22/2021
Social Media,Men 18-24,45 days,Daraz,0.1,2190000,943556,42946,805344,6/21/2021
Social Media,Men 25-34,30 days,Daraz,0.05,2406000,996566,40207,704745,11/25/2021
Social Media,Men 25-34,45 days,Website,0.13,3056000,967081,49481,884798,2/14/2021
Social Media,All Ages,60 days,Instagram,0.05,2911000,936506,31292,886335,11/7/2021
Social Media,Women 25-34,60 days,Facebook,0.1,985000,855634,35358,925411,7/27/2021
Social Media,All Ages,30 days,Website,0.02,2278000,800358,44988,978677,5/10/2021
Social Media,Men 25-34,30 days,Instagram,0.13,2049000,1093018,41505,828989,12/15/2021
Social Media,All Ages,45 days,Facebook,0.14,3183000,908202,43947,829659,3/5/2021
Social Media,Women 25-34,30 days,Daraz,0.1,2315000,1062629,41609,748060,4/23/2021
Social Media,Women 25-34,60 days,Facebook,0.1,1228000,1087091,38935,809904,2/24/2021
Social Media,All Ages,60 days,Instagram,0.15,1264000,1176868,48871,782719,3/5/2021
Social Media,Men 25-34,45 days,YouTube,0.08,1200000,861394,48241,776089,5/11/2021
Social Media,Men 18-24,60 days,Google Ads,0.03,1680000,860187,34587,971815,3/23/2021
Social Media,Men 18-24,30 days,Website,0.04,3105000,885525,49429,757359,11/15/2021
Social Media,All Ages,45 days,Google Ads,0.06,913000,839816,48562,925601,5/26/2021
Social Media,All Ages,30 days,YouTube,0.04,1669000,1121866,39158,762471,12/11/2021
Social Media,All Ages,15 days,Google Ads,0.04,1173000,995772,36900,985239,7/27/2021
Social Media,All Ages,15 days,Google Ads,0.04,2493000,1143963,43691,982181,11/1/2021
Social Media,All Ages,45 days,Facebook,0.04,1409000,1173739,41752,770022,7/11/2021
Social Media,Women 25-34,60 days,Website,0.1,966000,1028000,39771,745402,1/29/2021
Social Media,Men 18-24,30 days,YouTube,0.12,2580000,821527,31168,753235,10/13/2021
Social Media,Men 18-24,60 days,Facebook,0.12,2523000,974624,39891,829135,10/5/2021
Social Media,Men 18-24,15 days,Instagram,0.1,1955000,816836,38952,746109,6/29/2021
Social Media,Women 35-44,15 days,Facebook,0.02,1561000,1196062,48202,942494,7/11/2021
Social Media,Women 35-44,45 days,Instagram,0.15,2322000,855977,49355,733894,8/26/2021
Social Media,Women 35-44,30 days,Instagram,0.14,1750000,992324,36380,853133,5/1/2021
Social Media,All Ages,45 days,Google Ads,0.01,2162000,946897,43130,925081,6/23/2021
Social Media,Women 35-44,45 days,Instagram,0.13,1316000,858573,45103,702357,2/16/2021
Social Media,Men 25-34,30 days,Google Ads,0.13,2049000,1161550,44419,923637,3/3/2021
Social Media,Men 18-24,60 days,Daraz,0.07,1748000,841307,49106,876048,10/6/2021
Social Media,Men 25-34,15 days,Daraz,0.1,2944000,1197347,41326,768764,5/19/2021
Social Media,All Ages,45 days,Daraz,0.12,2649000,1124936,41404,955732,3/1/2021
Social Media,Women 35-44,15 days,Website,0.08,1447000,855637,49243,735258,4/28/2021
Social Media,Men 18-24,45 days,Daraz,0.07,1310000,1095271,30483,738380,5/10/2021
Social Media,All Ages,60 days,Website,0.02,3104000,905460,38478,961668,4/29/2021
Social Media,Women 35-44,60 days,Website,0.07,1103000,1097781,36668,737917,4/9/2021
Social Media,Men 25-34,30 days,YouTube,0.12,2309000,1112032,33633,888209,2/16/2021
Social Media,Men 25-34,30 days,Google Ads,0.04,3176000,1087578,43775,819424,11/24/2021
Social Media,All Ages,15 days,Google Ads,0.11,1425000,814522,48080,930648,10/4/2021
Social Media,Men 18-24,60 days,Instagram,0.1,2527000,1133704,36618,898226,3/22/2021
Social Media,Men 25-34,15 days,Facebook,0.02,1504000,1028865,35319,860850,3/15/2021
Social Media,Men 25-34,30 days,Website,0.05,1621000,1007840,41856,886317,6/9/2021
Social Media,All Ages,30 days,YouTube,0.1,2053000,913788,33891,914254,3/10/2021
Social Media,Women 35-44,15 days,YouTube,0.14,2188000,959904,37221,723923,6/2/2021
Social Media,Men 25-34,30 days,Google Ads,0.03,1768000,968727,44704,752675,9/26/2021
Social Media,Men 18-24,30 days,Instagram,0.13,2500000,928420,32230,868185,3/13/2021
Social Media,Men 25-34,45 days,Instagram,0.04,1196000,1142645,49814,794064,2/19/2021
Social Media,Women 35-44,30 days,Google Ads,0.11,2288000,1095161,49682,995104,8/10/2021
Social Media,Men 18-24,60 days,Facebook,0.11,2742000,1079241,31878,789527,1/18/2021
Social Media,Men 18-24,30 days,YouTube,0.05,1729000,846895,36390,811737,7/24/2021
Social Media,Women 35-44,30 days,Website,0.13,2184000,843446,42538,834561,1/22/2021
Social Media,Men 18-24,30 days,Google Ads,0.01,1022000,1004921,31336,757790,9/24/2021
Social Media,Men 25-34,15 days,Facebook,0.15,2027000,1072140,46159,881954,9/25/2021
Social Media,Women 25-34,45 days,Instagram,0.02,2514000,1026200,34643,929577,1/20/2021
Social Media,Women 35-44,45 days,Google Ads,0.02,1851000,991245,30633,847092,10/29/2021
Social Media,Women 35-44,60 days,Website,0.04,1198000,910871,40708,902652,5/15/2021
Social Media,Men 25-34,15 days,Instagram,0.03,2606000,949088,32982,879749,9/23/2021
Social Media,Men 25-34,30 days,YouTube,0.05,2305000,1150831,38926,945901,7/7/2021
Social Media,All Ages,30 days,YouTube,0.15,1876000,1165749,31401,855891,10/29/2021
Social Media,Men 25-34,15 days,Google Ads,0.03,1392000,934074,38156,985863,8/17/2021
Social Media,Women 25-34,30 days,Facebook,0.04,1762000,1196328,30106,823155,11/10/2021
Social Media,Men 18-24,45 days,Website,0.08,3038000,1196208,39116,822019,1/18/2021
Social Media,Men 25-34,30 days,Website,0.07,2289000,1069667,43423,807331,1/19/2021
Social Media,Women 25-34,60 days,Instagram,0.07,1278000,1033073,46977,914265,4/11/2021
Social Media,Men 25-34,30 days,Daraz,0.14,2527000,1192750,30460,975102,7/16/2021
Social Media,Women 25-34,30 days,Website,0.15,2028000,1142130,33560,955662,11/26/2021
Social Media,Women 25-34,30 days,Google Ads,0.02,2088000,816366,32482,790350,7/22/2021
Social Media,Men 18-24,30 days,Daraz,0.04,2743000,809076,45822,975987,4/28/2021
Social Media,Men 18-24,45 days,Daraz,0.11,1518000,949191,40879,786224,9/17/2021
Social Media,Women 25-34,15 days,Website,0.15,1489000,1069499,39395,974778,4/6/2021
Social Media,Men 25-34,30 days,Daraz,0.07,2809000,980697,46797,761697,1/4/2021
Social Media,All Ages,30 days,Instagram,0.03,1722000,817004,46422,751769,1/23/2021
Social Media,Men 25-34,45 days,Daraz,0.03,2287000,1193214,49858,853590,11/26/2021
Social Media,Women 25-34,30 days,Instagram,0.02,2910000,906297,38273,752668,10/31/2021
Social Media,Men 18-24,60 days,Google Ads,0.07,2252000,894221,45292,813901,1/22/2021
Social Media,Women 25-34,15 days,Website,0.14,2345000,943124,44574,985684,3/25/2021
Social Media,Men 25-34,15 days,YouTube,0.13,2268000,1146782,48716,846289,1/23/2021
Social Media,Men 25-34,45 days,Facebook,0.02,3093000,1073253,43232,962877,9/14/2021
Social Media,Men 25-34,30 days,Website,0.04,2441000,1094243,32757,713609,12/30/2021
Social Media,Women 25-34,30 days,YouTube,0.03,1952000,826042,33074,770629,10/16/2021
Social Media,Men 25-34,45 days,Instagram,0.11,1325000,1187066,49978,723167,8/2/2021
Social Media,Women 25-34,60 days,Website,0.11,1938000,1115721,39210,790758,1/4/2021
Social Media,Men 25-34,30 days,Google Ads,0.09,3105000,923144,31131,904122,10/17/2021
Social Media,Men 25-34,45 days,Google Ads,0.13,1041000,1090240,35473,919767,11/25/2021
Social Media,Men 18-24,60 days,Website,0.14,1732000,1176902,46551,801343,5/23/2021
Social Media,Women 25-34,45 days,Instagram,0.15,1438000,1064717,31448,746393,10/13/2021
Social Media,Women 25-34,30 days,Website,0.05,1042000,1027232,31242,962545,3/23/2021
Social Media,All Ages,60 days,Google Ads,0.11,2759000,873642,36788,984667,10/5/2021
Social Media,Men 18-24,60 days,Website,0.15,2385000,1174652,45438,976843,11/17/2021
Social Media,All Ages,30 days,Daraz,0.12,1004000,999815,37460,744669,8/30/2021
Social Media,Women 35-44,45 days,Facebook,0.12,1148000,1118657,42441,937153,11/9/2021
Social Media,Men 25-34,15 days,Facebook,0.12,1839000,1073334,45954,947365,12/24/2021
Social Media,Men 25-34,15 days,Instagram,0.09,1937000,1103475,37735,865119,3/7/2021
Social Media,All Ages,30 days,Instagram,0.13,2371000,1183492,48944,785011,5/13/2021
Social Media,Women 25-34,15 days,Instagram,0.13,2386000,959062,49811,755755,11/29/2021
Social Media,Men 18-24,15 days,YouTube,0.02,2106000,839780,45258,916619,8/26/2021
Social Media,Women 35-44,45 days,Google Ads,0.06,2784000,1148078,40681,746962,11/3/2021
Social Media,All Ages,30 days,Instagram,0.02,3181000,1094660,46089,791690,11/9/2021
Social Media,All Ages,15 days,Google Ads,0.03,914000,1087926,35166,963845,7/10/2021
Social Media,Men 25-34,15 days,YouTube,0.06,1091000,906111,32978,913723,3/27/2021
Social Media,Men 25-34,60 days,Daraz,0.03,2252000,933467,33897,774725,2/17/2021
Social Media,Men 18-24,15 days,Website,0.03,1623000,1026993,42025,877223,7/1/2021
Social Media,Women 25-34,60 days,YouTube,0.09,2918000,894305,41201,955503,10/28/2021
Social Media,Men 25-34,60 days,Facebook,0.05,1293000,994238,39372,916561,9/7/2021
Social Media,All Ages,15 days,Google Ads,0.05,1282000,1124973,30129,759944,3/22/2021
Social Media,Women 25-34,45 days,Google Ads,0.11,1260000,1027330,33865,764152,7/27/2021
Social Media,Men 18-24,45 days,Website,0.05,3060000,1081447,43483,717395,6/8/2021
Social Media,All Ages,45 days,YouTube,0.13,2574000,1167412,47255,953156,12/14/2021
Social Media,Women 35-44,60 days,Instagram,0.12,886000,1020666,30137,787564,3/11/2021
Social Media,Women 25-34,30 days,Daraz,0.03,1794000,909928,49465,733976,11/13/2021
Social Media,All Ages,15 days,Google Ads,0.13,2784000,833142,36096,988107,2/17/2021
Social Media,Men 18-24,15 days,Instagram,0.09,2135000,932129,36483,784833,12/30/2021
Social Media,Men 18-24,30 days,Instagram,0.09,2489000,910380,48384,942079,8/22/2021
Social Media,Women 35-44,30 days,Daraz,0.15,2697000,965527,47913,895420,9/23/2021
Social Media,Men 25-34,60 days,YouTube,0.04,886000,870631,49719,718675,10/15/2021
Social Media,Women 25-34,60 days,Daraz,0.1,3022000,975454,30356,810075,2/21/2021
Social Media,Men 18-24,30 days,Daraz,0.1,1007000,944370,42756,945685,6/11/2021
Social Media,Women 35-44,45 days,Instagram,0.11,1122000,1122341,49482,820403,9/12/2021
Social Media,Women 25-34,60 days,Google Ads,0.1,1864000,1097162,45820,905831,10/2/2021
Social Media,Women 35-44,15 days,Facebook,0.07,2087000,1197640,43343,961579,9/23/2021
Social Media,Men 25-34,45 days,Google Ads,0.04,2406000,1162026,34820,932191,3/3/2021
Social Media,Women 25-34,45 days,Instagram,0.03,1795000,1047797,32257,948393,10/12/2021
Social Media,Women 25-34,45 days,Website,0.04,2617000,1167560,40255,862808,5/17/2021
Social Media,Men 18-24,60 days,Website,0.11,2633000,847412,40506,821973,9/28/2021
Social Media,Women 35-44,60 days,Facebook,0.04,2780000,946648,30855,736331,8/10/2021
Social Media,Women 35-44,60 days,Daraz,0.05,1699000,842517,32297,951700,5/11/2021
Social Media,Women 35-44,30 days,Facebook,0.13,2616000,987190,34095,908798,2/8/2021
Social Media,All Ages,45 days,Google Ads,0.11,1728000,1101520,31298,922849,2/18/2021
Social Media,Men 25-34,15 days,Instagram,0.02,3097000,1176771,49424,947617,6/30/2021
Social Media,Women 25-34,15 days,YouTube,0.11,2564000,896067,45438,778282,1/19/2021
Social Media,Women 35-44,30 days,Website,0.11,882000,824950,30237,870648,2/9/2021
Social Media,Women 25-34,45 days,YouTube,0.12,1354000,1093297,41063,738019,4/11/2021
Social Media,Women 25-34,45 days,Google Ads,0.05,1212000,913109,34262,893394,4/27/2021
Social Media,Men 18-24,45 days,YouTube,0.14,1542000,1149768,42478,878235,7/1/2021
Social Media,Men 18-24,15 days,YouTube,0.09,866000,1138675,37960,973688,6/24/2021
Social Media,Women 25-34,30 days,YouTube,0.03,2619000,1188233,45629,831605,8/18/2021
Social Media,Men 18-24,45 days,Facebook,0.05,2605000,829425,44174,765272,10/27/2021
Social Media,All Ages,45 days,Facebook,0.13,2364000,827881,47387,725886,5/20/2021
Social Media,Men 25-34,15 days,Website,0.02,2109000,1081964,30609,933239,10/24/2021
Social Media,Women 35-44,45 days,Daraz,0.15,2490000,946367,47460,709480,7/11/2021
Social Media,Women 35-44,30 days,Facebook,0.05,3132000,1016619,44359,793417,9/7/2021
Social Media,Men 18-24,60 days,Google Ads,0.12,1822000,912120,35974,743444,9/1/2021
Social Media,Women 35-44,60 days,YouTube,0.06,2627000,1038223,36080,756241,7/15/2021
Social Media,Men 25-34,60 days,Google Ads,0.02,2087000,881909,32772,836650,5/27/2021
Social Media,Women 25-34,30 days,Website,0.13,1940000,844570,44694,956430,8/7/2021
Social Media,Men 18-24,30 days,Website,0.14,1693000,908223,47450,746303,7/22/2021
Social Media,Men 25-34,45 days,Website,0.11,2843000,1084852,43263,985861,5/20/2021
Social Media,Women 25-34,45 days,Instagram,0.02,2817000,808243,39247,838320,4/19/2021
Social Media,Women 35-44,15 days,Google Ads,0.13,1908000,1177222,39735,715801,5/28/2021
Social Media,Women 35-44,60 days,Website,0.15,2826000,1132367,49928,840522,2/14/2021
Social Media,Men 25-34,15 days,Google Ads,0.13,1313000,877626,34429,975506,3/15/2021
Social Media,Women 25-34,60 days,Daraz,0.11,2914000,1186546,33350,853063,3/18/2021
Social Media,Men 25-34,30 days,YouTube,0.11,1031000,981612,43741,877684,4/8/2021
Social Media,Women 25-34,15 days,Instagram,0.02,2174000,1023531,32873,922966,6/3/2021
Social Media,Women 35-44,30 days,Facebook,0.04,1357000,805457,48231,963694,8/6/2021
